"_id",author,helpful_num,rating,reply,review
"abcee5f7be829155cfc9f395ec87eab1A Google userApril 26, 2019487","A Google userApril 26, 2019",37,3,None," since my last review everything has changed l have hit the white and black slots. Ok today is the4th of April. Let me tell u this bingo game sucks. the most u win is 12 billion.l have already spent over 40 billion. New review. Just playing to play The bingo cards are almost impossible to fill card. ...Full Reviewsince my last review everything has changed l have hit the white and black slots. Ok today is the4th of April. Let me tell u this bingo game sucks. the most u win is 12 billion.l have already spent over 40 billion. New review. Just playing to play The bingo cards are almost impossible to fill card. Not worth playing."
"abcee5f7be829155cfc9f395ec87eab1A Google userApril 26, 2019494","A Google userApril 26, 2019",37,3,None," since my last review everything has changed l have hit the white and black slots. Ok today is the4th of April. Let me tell u this bingo game sucks. the most u win is 12 billion.l have already spent over 40 billion. New review. Just playing to play The bingo cards are almost impossible to fill card. ...Full Reviewsince my last review everything has changed l have hit the white and black slots. Ok today is the4th of April. Let me tell u this bingo game sucks. the most u win is 12 billion.l have already spent over 40 billion. New review. Just playing to play The bingo cards are almost impossible to fill card. Not worth playing."
"abcee5f7be829155cfc9f395ec87eab1A Google userApril 26, 201978","A Google userApril 26, 2019",37,3,None," since my last review everything has changed l have hit the white and black slots. Ok today is the4th of April. Let me tell u this bingo game sucks. the most u win is 12 billion.l have already spent over 40 billion. New review. Just playing to play The bingo cards are almost impossible to fill card. ...Full Reviewsince my last review everything has changed l have hit the white and black slots. Ok today is the4th of April. Let me tell u this bingo game sucks. the most u win is 12 billion.l have already spent over 40 billion. New review. Just playing to play The bingo cards are almost impossible to fill card. Not worth playing."
"abcee5f7be829155cfc9f395ec87eab1A Google userApril 26, 201982","A Google userApril 26, 2019",37,3,None," since my last review everything has changed l have hit the white and black slots. Ok today is the4th of April. Let me tell u this bingo game sucks. the most u win is 12 billion.l have already spent over 40 billion. New review. Just playing to play The bingo cards are almost impossible to fill card. ...Full Reviewsince my last review everything has changed l have hit the white and black slots. Ok today is the4th of April. Let me tell u this bingo game sucks. the most u win is 12 billion.l have already spent over 40 billion. New review. Just playing to play The bingo cards are almost impossible to fill card. Not worth playing."
"abcee5f7be829155cfc9f395ec87eab1A Google userApril 26, 201995","A Google userApril 26, 2019",37,3,None," since my last review everything has changed l have hit the white and black slots. Ok today is the4th of April. Let me tell u this bingo game sucks. the most u win is 12 billion.l have already spent over 40 billion. New review. Just playing to play The bingo cards are almost impossible to fill card. ...Full Reviewsince my last review everything has changed l have hit the white and black slots. Ok today is the4th of April. Let me tell u this bingo game sucks. the most u win is 12 billion.l have already spent over 40 billion. New review. Just playing to play The bingo cards are almost impossible to fill card. Not worth playing."
"abe3313f0f2cee8c88e1119b8b0565daLoretta HollandApril 7, 2019260","Loretta HollandApril 7, 2019",105,5,None," I enjoy playing Slotomania I like all the games... I wish there was a way to add more friends from the world, I only have 3 people to get free stuff from ( my aunt and 2 cousins ). And I very seldom buy coins so needless to say I don't play for very long...I just go to another app. and play their ga...Full ReviewI enjoy playing Slotomania I like all the games... I wish there was a way to add more friends from the world, I only have 3 people to get free stuff from ( my aunt and 2 cousins ). And I very seldom buy coins so needless to say I don't play for very long...I just go to another app. and play their games and wait for the 2 or 3 hrs to pass so I can go collect my free coins...Just wish I could play here longer."
"abe3313f0f2cee8c88e1119b8b0565daLoretta HollandApril 7, 2019348","Loretta HollandApril 7, 2019",105,5,None," I enjoy playing Slotomania I like all the games... I wish there was a way to add more friends from the world, I only have 3 people to get free stuff from ( my aunt and 2 cousins ). And I very seldom buy coins so needless to say I don't play for very long...I just go to another app. and play their ga...Full ReviewI enjoy playing Slotomania I like all the games... I wish there was a way to add more friends from the world, I only have 3 people to get free stuff from ( my aunt and 2 cousins ). And I very seldom buy coins so needless to say I don't play for very long...I just go to another app. and play their games and wait for the 2 or 3 hrs to pass so I can go collect my free coins...Just wish I could play here longer."
"abe3313f0f2cee8c88e1119b8b0565daLoretta HollandApril 7, 2019374","Loretta HollandApril 7, 2019",105,5,None," I enjoy playing Slotomania I like all the games... I wish there was a way to add more friends from the world, I only have 3 people to get free stuff from ( my aunt and 2 cousins ). And I very seldom buy coins so needless to say I don't play for very long...I just go to another app. and play their ga...Full ReviewI enjoy playing Slotomania I like all the games... I wish there was a way to add more friends from the world, I only have 3 people to get free stuff from ( my aunt and 2 cousins ). And I very seldom buy coins so needless to say I don't play for very long...I just go to another app. and play their games and wait for the 2 or 3 hrs to pass so I can go collect my free coins...Just wish I could play here longer."
"abe3313f0f2cee8c88e1119b8b0565daLoretta HollandApril 7, 2019411","Loretta HollandApril 7, 2019",105,5,None," I enjoy playing Slotomania I like all the games... I wish there was a way to add more friends from the world, I only have 3 people to get free stuff from ( my aunt and 2 cousins ). And I very seldom buy coins so needless to say I don't play for very long...I just go to another app. and play their ga...Full ReviewI enjoy playing Slotomania I like all the games... I wish there was a way to add more friends from the world, I only have 3 people to get free stuff from ( my aunt and 2 cousins ). And I very seldom buy coins so needless to say I don't play for very long...I just go to another app. and play their games and wait for the 2 or 3 hrs to pass so I can go collect my free coins...Just wish I could play here longer."
"abe3313f0f2cee8c88e1119b8b0565daLoretta HollandApril 7, 2019415","Loretta HollandApril 7, 2019",105,5,None," I enjoy playing Slotomania I like all the games... I wish there was a way to add more friends from the world, I only have 3 people to get free stuff from ( my aunt and 2 cousins ). And I very seldom buy coins so needless to say I don't play for very long...I just go to another app. and play their ga...Full ReviewI enjoy playing Slotomania I like all the games... I wish there was a way to add more friends from the world, I only have 3 people to get free stuff from ( my aunt and 2 cousins ). And I very seldom buy coins so needless to say I don't play for very long...I just go to another app. and play their games and wait for the 2 or 3 hrs to pass so I can go collect my free coins...Just wish I could play here longer."
"abf15048ae89a2dfa046479854102d71Tammi KanyoMay 2, 2019104","Tammi KanyoMay 2, 2019",16,2,None," I used to have a lot of fun playing Slotomania but in the last year I can't seem to get bonuses very often and I have never been able to complete any of the card books. Very sad, this was always my favorite slot game to play! I wish I could just start over but it won't let me. My husband wins tons m...Full ReviewI used to have a lot of fun playing Slotomania but in the last year I can't seem to get bonuses very often and I have never been able to complete any of the card books. Very sad, this was always my favorite slot game to play! I wish I could just start over but it won't let me. My husband wins tons more than i do and has completed almost every card book. I do not know what the difference is but for me it's starting to SUCK!"
"abf15048ae89a2dfa046479854102d71Tammi KanyoMay 2, 2019317","Tammi KanyoMay 2, 2019",16,2,None," I used to have a lot of fun playing Slotomania but in the last year I can't seem to get bonuses very often and I have never been able to complete any of the card books. Very sad, this was always my favorite slot game to play! I wish I could just start over but it won't let me. My husband wins tons m...Full ReviewI used to have a lot of fun playing Slotomania but in the last year I can't seem to get bonuses very often and I have never been able to complete any of the card books. Very sad, this was always my favorite slot game to play! I wish I could just start over but it won't let me. My husband wins tons more than i do and has completed almost every card book. I do not know what the difference is but for me it's starting to SUCK!"
"abf15048ae89a2dfa046479854102d71Tammi KanyoMay 2, 2019405","Tammi KanyoMay 2, 2019",16,2,None," I used to have a lot of fun playing Slotomania but in the last year I can't seem to get bonuses very often and I have never been able to complete any of the card books. Very sad, this was always my favorite slot game to play! I wish I could just start over but it won't let me. My husband wins tons m...Full ReviewI used to have a lot of fun playing Slotomania but in the last year I can't seem to get bonuses very often and I have never been able to complete any of the card books. Very sad, this was always my favorite slot game to play! I wish I could just start over but it won't let me. My husband wins tons more than i do and has completed almost every card book. I do not know what the difference is but for me it's starting to SUCK!"
"abf15048ae89a2dfa046479854102d71Tammi KanyoMay 2, 2019423","Tammi KanyoMay 2, 2019",16,2,None," I used to have a lot of fun playing Slotomania but in the last year I can't seem to get bonuses very often and I have never been able to complete any of the card books. Very sad, this was always my favorite slot game to play! I wish I could just start over but it won't let me. My husband wins tons m...Full ReviewI used to have a lot of fun playing Slotomania but in the last year I can't seem to get bonuses very often and I have never been able to complete any of the card books. Very sad, this was always my favorite slot game to play! I wish I could just start over but it won't let me. My husband wins tons more than i do and has completed almost every card book. I do not know what the difference is but for me it's starting to SUCK!"
